Long,Lat,County
-70.916,39.936,0
-70.761,40.022,0
-74.977,43.221,10
-80.682,42.371,0
-78.745,39.765,0
-77.434,39.907,48
-72.254,41.102,18
-81.173,40.398,56
-80.867,43.581,0
-79.473,42.607,0
-74.159,40.288,0
-73.244,42.347,0
-74.174,45.299,11
-76.352,43.173,20
-75.289,44.215,1
-78.064,45.799,0
-73.101,43.314,46
-79.252,42.776,0
-73.742,42.956,14
-79.312,43.429,16
-77.265,44.428,0
-74.419,43.393,7
-72.708,44.164,0
-80.445,42.346,44
-71.057,43.683,0
-72.758,40.71,0
-75.955,45.138,0
-76.519,41.185,0
-76.398,41.848,0
-77.953,41.512,0
-75.715,45.716,22
-75.69,40.809,0
-72.294,40.211,0
-72.546,43.982,0
-74.212,40.2,0
-77.153,40.854,0
-72.361,43.433,0
-75.446,44.083,6
-77.461,45.227,0
-70.95,43.405,0
-71.648,45.049,0
-75.254,43.869,6
-74.454,44.559,31
-74.846,42.988,8
-79.044,39.62,0
-78.009,40.849,48
-76.131,42.368,24
-78.792,43.125,16
-71.998,42.029,20
-79.188,43.685,0
-78.843,43.298,16
-79.454,44.441,0
-78.823,40.697,0
-76.521,42.776,13
-77.9,42.014,50
-71.123,45.776,0
-76.582,45.515,53
-79.298,45.241,0
-71.328,42.399,0
-70.499,44.348,0
-76.486,45.347,0
-80.113,41.954,0
-78.487,40.328,36
-76.82,42.915,26
-74.759,41.751,51
-78.441,44.967,0
-74.671,40.771,0
-73.471,40.913,57
-78.889,42.949,14
-80.044,40.125,0
-78.06,41.116,26
-77.815,43.607,0
-76.649,40.295,0
-75.722,43.435,40
-80.397,45.222,0
-78.438,42.697,31
-72.477,41.576,0
-81.02,44.415,0
-71.062,45.632,0
-73.26,43.679,0
-75.935,42.663,34
-74.94,42.365,43
-78.717,40.772,0
-76.265,42.396,54
-70.684,42.681,0
-75.291,45.041,0
-75.575,44.126,6
-78.78,43.517,0
-75.932,40.16,0
-74.436,40.299,0
-73.826,43.234,14
-76.966,42.513,35
-77.276,43.044,18
-70.408,39.833,52
-80.926,43.258,59
-71.546,43.572,0
-71.235,42.642,0
-72.531,40.608,0
-80.251,44.366,0
-78.445,44.613,0
-77.632,41.436,0
-73.82,42.804,14
-79.832,41.098,0
-73.361,40.811,56
-80.162,44.709,62
-74.107,40.014,0
-75.874,40.832,0
-72.721,45.76,0
-73.429,43.231,9
-71.341,43.283,0
-71.482,45.604,27
-77.645,40.225,0
-73.609,45.152,0
-79.154,45.233,0
-81.005,40.947,0
-73.108,40.649,0
-75.809,43.681,11
-76.031,40.733,0
-71.33,40.33,0
-74.593,41.904,51
-74.507,42.138,49
-71.831,40.16,60
-72.428,43.919,0
-74.96,43.053,32
-79.319,45.831,0
-78.688,40.938,0
-71.531,45.407,0
-81.026,43.801,0
-75.921,44.297,5
-79.485,41.987,0
-70.511,42.596,0
-73.455,40.265,0
-75.804,45.184,0
-76.129,42.409,46
-80.683,43.82,0
-73.795,44.2,2
-80.874,41.4,0
-80.553,43.349,65
-75.57,41.937,0
-80.273,44.627,0
-72.288,40.057,0
-72.294,45.874,37
-73.347,44.503,4
-79.685,39.639,0
-74.043,45.217,19
-75.603,45.06,27
-70.574,44.006,21
-74.16,45.192,53
-72.485,42.539,0
-76.321,41.943,0
-76.557,40.117,0
-72.209,45.902,0
-80.419,45.096,0
-79.869,39.593,49
-79.424,43.895,0
-77.016,43.736,0
-72.141,42.198,41
-72.451,42.606,45
-80.674,42.049,0
-76.924,42.453,40
-75.512,39.761,0
-76.73,42.283,56
-74.073,40.262,5
-74.393,39.865,0
-78.112,43.111,47
-76.566,43.46,0
-81.172,44.267,23
-70.451,41.218,51
-79.493,44.188,8
-80.168,44.105,0
-77.221,42.78,25
-79.151,45.241,49
-75.923,44.524,0
-77.586,42.723,25
-70.81,44.411,0
-71.157,43.813,1
-80.76,45.781,27
-73.176,40.333,58
-78.365,45.093,0
-76.663,43.185,13
-75.279,40.352,55
-70.909,45.732,0
-76.72,44.907,22
-70.463,39.986,44
-78.007,41.352,0
-73.583,42.184,44
-73.968,43.558,10
-75.376,45.408,0
-73.616,42.219,44
-73.966,44.094,4
-79.372,45.736,26
-79.926,42.348,0
-70.285,43.613,0
-79.449,45.297,30
-80.983,45.107,0
-75.132,40.495,40
-71.583,40.861,0
-73.937,43.521,67
-79.236,44.496,0
-77.26,41.154,0
-76.244,41.93,0
-70.478,41.75,5
-79.612,42.48,0
-71.874,40.673,0
-74.207,44.31,3
-77.179,40.212,0
-79.23,45.225,0
-76.603,40.112,0
-76.008,44.537,0
-80.008,44.962,0
-74.818,42.445,43
-78.84,43.422,0
-77.086,41.835,0
-74.891,44.395,24
-78.556,43.322,16
-78.129,43.462,0
-74.513,44.927,14
-78.407,42.484,41
-72.219,45.178,0
-70.467,42.715,0
-73.261,43.533,9
-77.537,43.149,17
-74.879,44.159,1
-80.151,43.052,0
-71.312,44.556,0
-71.607,42.417,0
-72.292,45.362,0
-78.458,40.14,0
-74.765,45.913,0
-81.094,44.196,0
-76.636,43.126,27
-77.882,40.496,0
-79.556,44.892,24
-79.365,44.181,0
-76.663,42.233,53
-80.3,41.321,0
-74.719,41.584,51
-76.131,43.273,11
-73.64,43.954,4
-73.597,45.058,0
-74.276,40.926,0
-80.971,42.799,0
-80.582,42.282,0
-77.806,41.109,0
-75.468,44.385,37
-74.1,44.603,3
-76.832,42.034,48
-72.268,41.605,0
-73.392,42.635,28
-70.622,41.354,35
-75.462,40.592,0
-77.745,42.094,38
-80.174,41.398,0
-74.581,41.13,39
-72.723,43.658,0
-76.656,45.647,14
-80.338,40.771,0
-78.394,45.347,0
-79.643,43.191,0
-78.233,40.817,46
-76.472,44.048,0
-75.509,43.715,6
-76.28,41.692,0
-71.654,42.892,0
-75.609,39.749,0
-70.899,39.733,22
-74.285,44.645,3
-70.743,40.274,46
-78.679,43.951,0
-73.86,44.496,2
-78.144,44.6,0
-73.908,44.081,4
-73.649,45.582,0
-80.591,41.478,0
-78.523,45.893,0
-78.864,43.1,16
-73.952,43.744,10
-71.997,45.574,0
-77.531,41.014,0
-72.704,45.803,0
-73.869,40.672,65
-81.269,45.547,66
-74.678,45.647,0
-77.062,40.7,47
-71.205,39.936,40
-81.331,41.289,0
-76.225,43.047,11
-76.647,44.497,0
-76.242,43.413,11
-72.819,41.592,57
-77.774,42.334,42
-72.658,44.925,0
-76.126,43.554,11
-80.948,41.317,33
-79.397,42.848,0
-73.355,45.214,0
-76.103,40.695,0
-79.653,44.781,0
-77.568,40.739,0
-74.621,40.208,0
-79.221,39.79,0
-73.17,39.657,0
-78.655,45.714,0
-71.189,45.211,0
-78.365,39.907,17
-72.871,43.833,0
-79.255,45.772,13
-78.161,40.986,0
-80.335,40.124,62
-74.966,41.863,51
-73.78,44.231,4
-75.293,43.402,12
-76.631,42.448,37
-74.21,45.368,52
-74.175,39.612,0
-73.828,42.82,14
-74.306,40.506,0
-70.882,42.785,0
-79.031,43.188,54
-73.493,43.656,9
-78.729,40.902,0
-80.022,41.745,0
-74.622,41.664,51
-76.361,43.483,11
-76.266,43.333,11
-74.017,43.945,4
-72.818,40.645,8
-77.467,43.719,22
-74.016,44.456,23
-76.737,42.096,15
-72.025,42.1,0
-72.124,43.972,0
-78.505,41.096,0
-74.553,45.596,67
-74.899,40.451,15
-75.358,42.829,21
-71.715,39.854,0
-78.413,41.569,18
-77.823,41.628,0
-80.024,45.593,0
-70.941,40.904,0
-74.198,42.689,32
-76.036,42.406,46
-74.267,44.786,3
-75.314,39.703,0
-74.179,44.582,3
-75.323,43.014,12
-73.363,39.88,0
-75.56,42.844,23
-70.345,42.412,24
-78.923,42.701,23
-80.172,43.768,0
-80.129,42.79,0
-80.639,44.286,0
-76.865,45.564,0
-76.381,44.65,0
-77.294,42.362,36
-72.893,40.164,0
-74.394,45.499,0
-72.799,41.986,0
-71.018,44.394,37
-70.577,44.678,0
-79.218,44.681,7
-79.806,43.362,33
-73.637,41.649,50
-80.305,44.327,0
-75.528,42.607,36
-75.473,42.855,21
-71.812,42.63,25
-75.977,42.275,46
-76.988,40.706,0
-73.912,41.367,36
-73.139,45.146,0
-75.587,45.122,51
-77.495,42.69,38
-79.683,43.428,11
-74.856,44.133,13
-78.442,40.478,0
-80.851,43.282,2
-72.988,40.826,57
-78.656,39.993,0
-76.447,39.997,0
-73.731,45.539,0
-77.367,42.884,25
-73.193,40.542,0
-76.975,43.684,0
-73.779,43.286,10
-73.551,41.568,33
-76.448,43.845,7
-81.127,42.105,37
-77.681,40.981,25
-76.647,41.116,0
-78.352,42.037,28
-79.162,39.804,0
-72.248,41.786,20
-76.585,43.085,13
-71.517,43.126,25
-77.014,40.015,0
-72.831,43.274,0
-76.952,42.603,35
-72.394,43.781,0
-72.986,44.566,19
-77.166,40.795,0
-78.952,45.676,0
-72.595,42.978,0
-70.836,45.379,59
-77.718,43.678,0
-73.914,40.563,64
-76.488,39.922,0
-72.118,39.687,0
-72.833,40.835,57
-79.492,42.931,0
-71.803,40.527,0
-70.387,40.055,0
-75.65,43.103,21
-71.556,45.801,0
-74.835,40.623,0
-79.63,40.583,43
-79.131,40.628,0
-76.839,40.089,0
-73.056,44.138,0
-72.206,42.416,0
-72.6,42.82,0
-77.818,43.421,51
-75.432,45.18,0
-80.348,40.364,0
-80.107,41.429,0
-79.835,39.987,0
-73.832,40.5,55
-75.863,40.022,0
-79.244,40.763,0
-75.864,44.456,0
-79.71,45.272,0
-80.735,42.872,0
-71.927,44.937,55
-75.139,41.04,26
-71.054,42.303,0
-73.632,41.923,50
-74.893,43.996,8
-72.318,45.568,3
-71.614,40.971,0
-70.398,44.357,1
-81.338,42.882,0
-71.764,44.402,59
-74.563,45.166,0
-70.386,41.095,0
-75.503,45.538,0
-76.036,39.764,0
-72.474,43.145,0
-78.822,45.227,61
-75.83,40.649,0
-71.372,42.283,0
-74.983,41.661,51
-71.989,43.184,0
-73.168,44.825,0
-74.857,42.071,21
-78.612,43.524,51
-73.967,45.699,0
-80.419,44.834,0
-74.415,44.739,3
-74.028,45.636,44
-73.266,40.751,57
-71.484,43.834,0
-70.471,44.247,55
-72.831,44.778,0
-74.908,43.901,57
-71.068,41.681,18
-74.923,39.812,0
-81.155,40.353,0
-80.006,41.387,0
-71.795,44.896,7
-75.983,45.296,0
-71.992,42.439,0
-79.026,45.847,0
-75.23,39.806,41
-74.372,45.03,0
-80.989,42.937,0
-74.539,45.765,0
-77.332,45.143,0
-80.795,40.613,0
-75.925,41.828,10
-79.213,39.959,3
-79.981,42.402,0
-79.069,42.383,25
-79.722,41.659,0
-79.251,45.378,0
-80.871,42.722,0
-74.313,44.086,7
-78.224,43.798,0
-75.382,44.855,0
-73.649,41.225,63
-75.819,44.46,0
-75.413,42.19,43
-76.416,39.944,13
-79.972,45.101,0
-75.916,45.745,29
-71.902,40.332,34
-71.67,42.809,0
-78.352,44.373,0
-79.036,40.288,0
-75.09,39.806,13
-74.256,42.383,42
-76.728,40.413,0
-79.064,45.74,0
-70.851,45.541,0
-80.435,45.497,0
-80.173,45.817,0
-79.771,43.977,0
-79.501,44.037,1
-74.47,41.942,49
-74.993,39.998,0
-80.767,42.398,0
-71.037,43.028,0
-73.278,43.01,55
-73.177,44.567,0
-80.642,43.398,0
-71.82,45.585,22
-71.001,43.586,0
-70.448,45.153,0
-71.836,40.368,0
-72.649,44.74,0
-75.661,45.778,0
-79.378,41.055,0
-76.932,45.368,0
-79.861,43.872,0
-81.001,44.18,0
-70.949,43.932,0
-78.008,44.634,12
-78.072,42.943,22
-77.658,44.367,0
-76.174,42.778,20
-74.169,45.332,18
-81.064,40.374,46
-72.022,44.985,0
-75.156,40.7,0
-71.89,44.428,0
-77.493,42.499,38
-76.407,43.427,11
-80.743,41.896,0
-79.383,42.136,39
-74.007,44.212,30
-77.682,45.636,0
-71.399,45.153,0
-80.036,43.45,0
-70.403,45.716,61
-75.367,43.605,6
-73.519,44.51,19
-70.281,45.278,0
-78.157,41.026,0
-76.755,40.233,37
-76.198,44.833,20
-72.888,42.278,64
-72.287,44.193,51
-80.234,45.52,39
-79.372,41.469,0
-77.363,41.568,0
-80.716,43.07,0
-75.567,43.089,12
-77.626,43.644,0
-79.399,43.368,0
-79.031,40.612,29
-71.325,42.237,55
-73.868,41.927,50
-76.158,40.1,0
-71.248,41.087,42
-80.192,45.884,24
-73.091,45.346,3
-73.194,44.596,0
-75.124,40.447,0
-79.305,43.075,0
-74.733,39.933,0
-78.024,43.873,0
-79.859,44.795,0
-78.99,45.359,0
-71.438,40.524,50
-80.552,41.521,0
-78.659,44.527,0
-80.748,42.675,67
-76.454,43.067,20
-81.196,45.149,0
-71.413,45.846,39
-79.167,39.713,0
-80.31,41.815,0
-77.941,42.975,22
-76.296,44.324,0
-80.218,45.73,13
-70.326,43.991,0
-77.668,41.321,0
-78.052,45.611,0
-80.657,45.336,52
-78.042,42.487,67
-80.83,44.231,0
-75.749,43.124,21
-72.916,45.881,0
-74.358,42.056,49
-80.348,45.171,0
-80.448,45.244,0
-72.741,42.035,0
-71.325,44.196,0
-75.435,45.367,0
-80.135,45.313,0
-72.203,40.108,22
-77.601,39.803,0
-78.09,43.214,15
-73.083,39.651,50
-81.229,40.847,0
-80.807,39.723,0
-73.951,44.605,3
-74.664,40.8,0
-75.52,45.617,0
-73.267,44.466,0
-73.515,44.759,2
-72.695,42.288,0
-78.156,41.492,0
-73.678,43.897,4
-75.182,45.025,0
-76.955,45.109,51
-80.662,45.268,0
-72.708,44.93,49
-77.607,42.662,27
-74.615,42.683,45
-73.139,40.006,0
-80.183,42.484,0
-79.928,43.361,0
-75.261,40.289,67
-75.973,41.767,0
-71.487,41.263,0
-72.5,43.263,0
-73.215,42.347,0
-80.775,42.219,29
-80.537,39.935,0
-80.363,41.235,0
-72.507,41.137,47
-70.906,44.079,0
-73.776,43.761,10
-79.881,40.346,0
-73.344,40.41,0
-80.122,40.086,0
-80.043,44.244,0
-74.252,43.111,59
-77.704,44.872,0
-74.107,40.264,4
-73.052,41.216,0
-74.888,39.935,0
-73.152,43.747,0
-78.744,41.348,0
-73.209,44.079,12
-70.6,40.417,0
-71.748,42.908,0
-80.389,39.883,0
-77.288,40.233,58
-77.257,42.559,38
-73.761,44.089,4
-74.725,43.397,7
-72.606,40.889,57
-77.274,43.508,0
-79.063,44.016,38
-80.384,41.584,6
-72.799,44.685,28
-79.067,40.719,0
-77.046,41.119,0
-75.236,43.355,12
-78.809,45.086,0
-74.238,44.772,3
-75.981,43.326,11
-79.663,39.607,0
-72.689,45.569,0
-80.23,44.607,13
-78.089,42.119,42
-78.716,45.119,9
-75.467,43.859,6
-80.331,41.126,0
-76.857,40.658,0
-80.183,45.041,0
-80.101,41.659,0
-72.661,41.65,0
-78.116,42.124,42
-74.663,44.423,1
-70.669,40.63,31
-76.556,43.947,0
-73.654,43.663,10
-72.952,44.789,0
-76.555,41.987,0
-74.088,40.3,54
-80.129,45.031,7
-71.008,44.105,26
-79.268,43.231,57
-78.397,44.282,0
-72.513,44.361,0
-75.946,43.105,21
-72.832,44.66,0
-76.96,43.834,0
-78.322,42.978,22
-80.931,43.932,29
-73.891,45.636,67
-76.589,43.564,0
-76.343,44.775,0
-74.593,40.788,0
-80.686,44.347,0
-77.848,40.994,0
-72.791,42.227,24
-73.635,44.597,2
-79.956,42.123,0
-79.903,39.878,0
-80.321,40.864,0
-81.257,39.863,0
-76.66,43.637,0
-74.087,41.185,55
-73.342,42.249,0
-75.464,40.679,52
-80.139,45.189,0
-74.351,41.75,45
-79.943,40.89,9
-79.857,44.625,0
-80.252,39.747,0
-79.771,39.844,6
-79.481,42.945,0
-79.171,45.498,0
-77.829,43.403,0
-77.841,43.396,66
-78.935,43.666,0
-78.565,45.426,10
-71.46,40.98,0
-73.56,45.192,24
-75.192,39.901,0
-79.302,44.73,0
-78.997,39.798,0
-80.487,42.218,11
-71.229,43.355,0
-73.521,40.837,62
-75.17,44.63,1
-77.874,40.927,0
-79.504,40.696,0
-74.453,43.476,7
-70.409,45.547,0
-79.457,43.778,0
-78.49,40.952,52
-76.951,45.373,0
-80.524,41.998,51
-73.772,39.814,0
-76.89,41.031,0
-70.465,45.331,0
-76.892,45.091,0
-74.474,43.278,13
-79.635,43.141,0
-77.122,39.599,0
-79.56,40.395,60
-72.952,40.95,57
-71.702,44.824,0
-77.461,42.045,38
-73.756,41.605,29
-78.088,41.249,0
-75.47,41.468,0
-72.13,42.302,0
-74.73,40.81,29
-77.632,43.183,46
-78.031,43.754,0
-76.334,43.93,0
-76.665,41.83,0
-77.363,45.646,0
-75.164,41.134,0
-73.125,44.327,0
-76.647,42.061,48
-76.591,44.937,0
-79.961,41.946,0
-81.073,44.07,7
-78.131,41.779,0
-77.829,45.142,0
-74.108,44.341,4
-70.752,42.341,0
-70.986,42.127,0
-76.275,41.952,37
-78.682,42.397,41
-72.888,41.999,65
-72.939,40.052,0
-73.146,42.378,0
-73.112,43.43,0
-80.171,41.521,0
-73.8,42.165,44
-76.216,40.231,41
-78.995,42.61,44
-80.253,41.442,45
-72.228,39.695,0
-79.406,45.188,0
-79.533,40.923,29
-73.972,43.918,34
-71.444,40.569,15
-75.626,45.757,0
-73.566,42.773,28
-79.643,45.233,37
-70.79,44.189,40
-75.357,42.738,55
-73.82,43.434,10
-80.939,41.802,0
-72.387,42.922,0
-73.057,44.635,0
-80.013,41.324,55
-75.532,41.444,0
-77.737,41.795,0
-75.295,45.135,0
-76.928,40.183,0
-76.749,40.9,0
-79.343,41.508,0
-78.517,41.816,14
-81.116,44.191,47
-71.12,45.201,0
-74.108,39.921,0
-71.021,40.089,0
-79.534,39.684,0
-71.148,40.816,0
-72.548,39.759,0
-74.953,42.558,30
-76.473,41.132,0
-78.492,45.413,59
-73.021,44.122,18
-78.812,42.684,57
-80.633,40.086,54
-72.85,42.946,24
-73.914,43.807,4
-73.427,43.438,49
-74.237,42.247,45
-76.705,40.293,0
-77.018,44.759,0
-72.31,41.17,38
-77.83,42.814,27
-72.328,44.68,0
-72.61,42.818,0
-71.91,41.508,21
-75.747,45.046,22
-74.308,39.955,27
-70.819,44.216,0
-76.429,45.293,0
-80.679,42.528,0
-71.75,42.562,0
-74.357,40.565,0
-77.413,45.678,6
-70.308,45.137,0
-78.862,42.684,23
-74.122,42.168,45
-74.647,40.393,0
-77.057,45.448,18
-79.77,39.627,2
-81.065,40.772,0
-76.682,41.643,0
-79.306,39.91,0
-73.31,40.507,45
-77.244,44.207,61
-72.029,42.644,0
-73.217,41.731,25
-75.023,41.09,0
-79.386,42.445,39
-70.747,40.766,0
-78.407,41.644,0
-71.11,41.262,0
-78.867,44.845,0
-77.209,43.998,0
-80.375,41.703,0
-74.258,43.264,7
-79.344,41.413,0
-80.845,41.262,0
-73.339,41.237,0
-77.498,43.876,17
-74.031,42.881,59
-77.095,40.078,0
-74.4,39.946,50
-81.104,41.229,0
-71.265,42.376,0
-72.483,41.391,0
-73.088,43.887,0
-72.344,45.601,0
-77.101,44.489,0
-74.511,43.617,7
-74.974,44.361,1
-75.477,44.318,1
-78.299,43.3,15
-78.591,44.484,0
-76.344,42.076,47
-78.823,43.422,0
-72.439,41.158,0
-70.429,41.428,18
-81.011,39.714,0
-75.414,41.79,24
-80.38,40.489,52
-72.466,42.196,0
-70.395,40.561,57
-80.602,44.838,45
-70.946,44.27,0
-81.142,40.218,0
-73.774,44.785,2
-72.669,41.029,0
-75.431,40.269,0
-71.544,43.786,0
-71.393,45.632,0
-74.415,44.746,3
-79.817,43.536,0
-78.933,41.669,0
-79.327,41.347,18
-80.88,42.341,0
-80.16,41.809,0
-74.52,45.146,0
-70.943,39.631,0
-77.42,43.999,14
-76.798,41.731,0
-70.448,41.522,0
-70.877,43.693,36
-73.854,45.421,0
-70.405,45.243,0
-72.856,45.902,0
-77.617,40.053,0
-74.012,40.412,43
-78.641,45.803,0
-78.073,40.163,0
-73.815,43.934,2
-75.501,45.47,0
-76.788,40.49,0
-74.673,45.188,0
-73.036,39.717,0
-74.885,41.761,51
-75.236,41.1,0
-74.884,45.822,0
-75.678,44.949,0
-80.429,44.62,0
-73.379,45.289,0
-70.318,44.528,0
-77.419,44.885,0
-70.593,41.624,63
-77.509,44.292,0
-71.531,43.797,52
-76.311,41.422,0
-76.767,41.727,0
-78.933,45.342,0
-79.953,39.796,0
-77.924,43.998,0
-73.307,40.913,57
-72.678,44.807,0
-73.664,40.973,26
-81.235,40.223,0
-72.01,43.512,0
-71.135,40.249,43
-72.81,44.648,38
-80.871,45.306,0
-77.157,41.57,0
-73.547,41.374,53
-73.269,39.635,0
-78.861,42.73,23
-78.365,45.847,0
-73.894,44.262,4
-76.058,41.558,0
-74.44,43.391,7
-78.726,44.538,0
-79.383,40.298,0
-72.161,43.258,23
-72.855,45.1,0
-71,43.957,0
-80.149,41.13,14
-79.326,41.761,0
-80.247,43.044,0
-75.922,40.02,0
-79.204,42.189,39
-71.427,41.095,67
-80.247,42.686,0
-80.855,44.693,0
-75.175,41.983,43
-72.793,42.87,0
-77.891,40.191,0
-79.362,45.345,0
-77.592,40.906,0
-79.017,42.01,41
-75.697,43.77,47
-71.311,44.391,0
-74.382,40.687,35
-80.22,42.866,0
-77.017,45.89,0
-80.739,44.07,0
-75.795,40.102,0
-76.565,39.866,0
-70.302,42.7,0
-72.36,42.418,0
-75.968,42.672,34
-71.443,40.642,0
-79.821,41.874,28
-77.027,45.165,0
-71.079,44.302,14
-71.188,42.229,0
-73.445,45.334,54
-74.499,40.189,0
-77.544,40.74,0
-70.983,45.582,0
-79.962,40.23,0
-73.257,42.048,0
-74.188,41.422,52
-72.122,40.055,0
-76.935,40.824,27
-73.044,42.234,6
-72.099,41.446,59
-77.774,44.035,0
-75.231,41.109,0
-70.506,45.663,41
-75.263,41.525,0
-77.686,40.572,0
-74.487,43.107,19
-77.352,44.594,0
-72.97,42.401,0
-76.762,45.893,42
-75.894,42.355,46
-73.654,41.519,50
-70.577,41.152,20
-77.716,45.672,46
-72.07,41.002,28
-73.163,42.095,49
-70.782,41.013,0
-80.99,41.301,0
-77.393,42.24,38
-74.009,45.905,0
-78.228,45.357,0
-78.793,43.075,16
-73.472,43.366,9
-74.43,40.093,0
-74.806,43.241,8
-74.033,45.275,0
-80.817,42.524,43
-77.483,42.113,38
-76.348,40.253,0
-78.677,43.719,0
-73.429,45.867,0
-71.867,43.883,0
-78.228,42.303,42
-73.252,43.736,0
-79.819,43.318,62
-72.082,44.307,0
-79.809,43.647,0
-74.833,42.779,30
-77.291,45.528,0
-72.414,43.423,18
-75.767,43.635,6
-75.924,44.038,5
-71.636,45.04,0
-77.435,41.995,0
-76.369,44.098,0
-70.679,42.905,0
-80.875,41.892,0
-70.574,42.343,49
-79.249,43.943,0
-73.959,41.028,55
-74.852,45.787,0
-73.871,45.766,0
-77.347,41.424,0
-74.478,41.734,49
-72.365,45.897,55
-81.13,44.584,0
-80.415,44.622,0
-70.554,43.594,0
-74.134,44.727,3
-78.784,42.428,41
-76.877,44.848,25
-79.993,40.394,0
-78.372,42.84,21
-78.489,44.122,0
-77.672,41.162,0
-79.658,42.958,60
-77.491,42.011,38
-79.997,44.665,0
-71.557,43.837,31
-80.3,45.811,0
-71.049,45.52,0
-76.927,43.239,62
-80.819,40.1,0
-77.554,42.211,38
-73.197,40.736,57
-72.548,45.892,0
-75.312,42.885,12
-73.748,45.194,0
-71.452,43.694,0
-80.737,42.542,0
-77.982,40.195,0
-80.832,45.716,0
-79.18,43.516,0
-73.372,40.579,0
-73.355,42.113,0
-71.628,45.176,0
-74.897,43.003,8
-80.561,43.032,0
-71.13,42.392,0
-72.485,40.755,45
-78.178,41.169,8
-75.326,41.396,30
-70.444,42.943,0
-73.422,43.135,9
-72.057,42.219,0
-76.548,45.323,0
-76.134,41.523,0
-75.137,43.704,6
-78.365,41.419,22
-73.053,41.207,54
-75.766,41.859,0
-74.184,44.692,35
-77.937,43.002,6
-79.808,43.326,0
-76.08,41.055,0
-77.332,40.237,0
-72.62,43.671,30
-72.707,45.794,65
-73.944,40.236,0
-79.866,40.781,0
-81.105,39.652,30
-75.147,44.897,1
-78.014,42.638,10
-70.946,42.557,0
-70.486,45.341,0
-78.171,42.232,42
-72.48,43.035,0
-71.425,44.015,0
-74.73,40.092,39
-71.559,42.816,64
-70.898,42.673,0
-75.265,45.008,0
-73.281,43.48,57
-74.96,40.335,5
-81.057,43.432,58
-76.401,40.631,0
